EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM220,54,46-55,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,52,3,2,Sales Executive,1,Married,"$5,940.00",5k-10k,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
RM221,36,36-45,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,"$5,914.00",5k-10k,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
RM222,33,26-35,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,"$2,622.00",Upto 5k,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
RM223,37,36-45,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,"$12,185.00",10k-15k,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
RM224,38,36-45,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,"$10,609.00",10k-15k,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
RM225,31,26-35,No,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,"$4,345.00",Upto 5k,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
RM226,59,55+,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,Married,"$2,177.00",Upto 5k,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
RM227,37,36-45,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,"$2,793.00",Upto 5k,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
RM228,29,26-35,No,Travel_Frequently,1413,Sales,1,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,"$7,918.00",5k-10k,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
RM229,35,26-35,No,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,92,3,3,Sales Executive,3,Single,"$8,789.00",5k-10k,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
RM230,29,26-35,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,3,Male,86,2,1,Research Scientist,4,Single,"$2,389.00",Upto 5k,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1
RM231,52,46-55,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,316,3,Female,89,2,1,Laboratory Technician,4,Single,"$3,212.00",Upto 5k,3300,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2
RM232,42,36-45,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,3,Male,58,3,5,Manager,4,Married,"$19,232.00",15k+,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15
RM233,59,55+,No,Travel_Rarely,818,Human Resources,6,2,Medical,1,321,2,Male,52,3,1,Human Resources,3,Married,"$2,267.00",Upto 5k,25657,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2
RM234,50,46-55,No,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced,"$19,517.00",15k+,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
RM235,33,26-35,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,3,Male,58,3,1,Laboratory Technician,4,Married,"$2,436.00",Upto 5k,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4
RM236,43,36-45,No,Travel_Rarely,1034,Sales,16,3,Marketing,1,327,4,Female,80,3,4,Manager,4,Married,"$16,064.00",15k+,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9
RM237,33,26-35,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,39,3,1,Laboratory Technician,1,Married,"$2,707.00",Upto 5k,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7
RM238,52,46-55,No,Non-Travel,771,Sales,2,4,Life Sciences,1,329,1,Male,79,2,5,Manager,3,Single,"$19,068.00",15k+,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12
RM239,32,26-35,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,3,Female,56,3,1,Sales Representative,2,Married,"$3,931.00",Upto 5k,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
RM240,32,26-35,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,331,4,Male,62,2,1,Laboratory Technician,3,Single,"$3,730.00",Upto 5k,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2
RM241,39,36-45,No,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,"$2,232.00",Upto 5k,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2
RM242,32,26-35,No,Non-Travel,976,Sales,26,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,Married,"$4,465.00",Upto 5k,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2
RM243,41,36-45,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,334,3,Male,36,3,2,Research Scientist,1,Divorced,"$3,072.00",Upto 5k,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0
RM244,40,36-45,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,335,1,Male,62,3,2,Research Scientist,4,Divorced,"$3,319.00",Upto 5k,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7
RM245,45,36-45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,70,4,5,Manager,4,Married,"$19,202.00",15k+,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
RM246,31,26-35,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,"$13,675.00",10k-15k,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
RM247,33,26-35,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,338,3,Female,63,2,1,Research Scientist,4,Married,"$2,911.00",Upto 5k,14776,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2
RM248,34,26-35,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,339,4,Male,84,2,2,Manufacturing Director,1,Married,"$5,957.00",5k-10k,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9
RM249,37,36-45,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,83,2,1,Research Scientist,1,Married,"$3,920.00",Upto 5k,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,
RM250,45,36-45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,77,4,2,Manufacturing Director,3,Married,"$6,434.00",5k-10k,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,
RM251,37,36-45,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,"$10,048.00",10k-15k,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,
RM252,39,36-45,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,343,3,Female,64,3,3,Healthcare Representative,3,Single,"$10,938.00",10k-15k,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,
RM253,29,26-35,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,3,Male,60,3,1,Research Scientist,4,Single,"$2,340.00",Upto 5k,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,
RM254,42,36-45,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,347,4,Female,82,4,2,Research Scientist,1,Single,"$6,545.00",5k-10k,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,
RM255,29,26-35,No,Travel_Rarely,1247,Sales,20,2,Marketing,1,349,4,Male,45,3,2,Sales Executive,4,Divorced,"$6,931.00",5k-10k,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,
RM256,25,18-25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,350,1,Female,62,3,2,Manufacturing Director,3,Married,"$4,898.00",Upto 5k,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,
RM257,42,36-45,No,Travel_Rarely,269,Research & Development,2,3,Medical,1,351,4,Female,56,2,1,Laboratory Technician,1,Divorced,"$2,593.00",Upto 5k,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,
RM258,40,36-45,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,352,1,Male,49,3,5,Research Director,3,Divorced,"$19,436.00",15k+,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,
RM259,51,46-55,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,1,353,3,Male,96,3,1,Research Scientist,4,Married,"$2,723.00",Upto 5k,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,
RM260,31,26-35,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,1,355,3,Male,71,2,1,Laboratory Technician,2,Single,"$3,479.00",Upto 5k,11652,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
RM261,32,26-35,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,359,2,Male,100,4,1,Laboratory Technician,2,Married,"$2,794.00",Upto 5k,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3
RM262,38,36-45,No,Non-Travel,1327,Sales,2,2,Life Sciences,1,361,4,Male,39,2,2,Sales Executive,4,Married,"$5,249.00",5k-10k,19682,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5
RM263,32,26-35,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,362,4,Male,84,2,2,Laboratory Technician,1,Single,"$2,176.00",Upto 5k,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
RM264,46,46-55,No,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,75,1,4,Manager,2,Married,"$16,872.00",15k+,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7
RM265,28,26-35,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,364,1,Male,79,3,1,Laboratory Technician,3,Single,"$3,485.00",Upto 5k,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0
RM266,29,26-35,No,Travel_Rarely,1210,Sales,2,3,Medical,1,366,1,Male,78,2,2,Sales Executive,2,Married,"$6,644.00",5k-10k,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
RM267,31,26-35,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,"$5,582.00",5k-10k,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
RM268,25,18-25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,1,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,"$4,000.00",Upto 5k,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
RM269,45,36-45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,3,Male,79,3,4,Healthcare Representative,4,Married,"$13,496.00",10k-15k,7501,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
RM270,36,36-45,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,"$3,210.00",Upto 5k,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11
RM271,55,46-55,No,Travel_Rarely,452,Research & Development,1,3,Medical,1,374,4,Male,81,3,5,Manager,1,Single,"$19,045.00",15k+,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
RM272,47,46-55,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,"$11,849.00",10k-15k,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
RM273,28,26-35,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,377,4,Male,94,3,1,Research Scientist,4,Married,"$2,070.00",Upto 5k,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4
RM274,37,36-45,No,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married,"$6,502.00",5k-10k,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1
RM275,21,18-25,No,Travel_Rarely,996,Research & Development,3,2,Medical,1,379,4,Male,100,2,1,Research Scientist,3,Single,"$3,230.00",Upto 5k,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
RM276,37,36-45,No,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,80,3,3,Research Director,4,Divorced,"$13,603.00",10k-15k,11677,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
RM277,35,26-35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,381,2,Female,71,4,3,Manager,2,Divorced,"$11,996.00",10k-15k,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2
RM278,38,36-45,No,Travel_Rarely,322,Sales,7,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,"$5,605.00",5k-10k,19191,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
RM279,26,26-35,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,"$6,397.00",5k-10k,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
RM280,50,46-55,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,1,Male,96,3,5,Research Director,2,Divorced,"$19,144.00",15k+,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
RM281,53,46-55,No,Travel_Rarely,1070,Research & Development,3,4,Medical,1,386,3,Male,45,3,4,Research Director,3,Married,"$17,584.00",15k+,21016,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3
RM282,42,36-45,No,Travel_Rarely,635,Sales,1,1,Life Sciences,1,387,2,Male,99,3,2,Sales Executive,3,Married,"$4,907.00",Upto 5k,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6
RM283,29,26-35,No,Travel_Frequently,442,Sales,2,2,Life Sciences,1,388,2,Male,44,3,2,Sales Executive,4,Single,"$4,554.00",Upto 5k,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9
RM284,55,46-55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,389,2,Male,37,3,2,Laboratory Technician,4,Married,"$5,415.00",5k-10k,15972,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8
RM285,26,26-35,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,1,Male,60,3,2,Healthcare Representative,1,Married,"$4,741.00",Upto 5k,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3
RM286,37,36-45,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,"$2,115.00",Upto 5k,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
RM287,44,36-45,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,"$3,161.00",Upto 5k,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0
RM288,38,36-45,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,"$5,745.00",5k-10k,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2
RM289,26,26-35,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,"$2,373.00",Upto 5k,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2
RM290,28,26-35,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,4,Female,66,3,1,Research Scientist,4,Single,"$3,310.00",Upto 5k,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2
RM291,49,46-55,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,3,Female,35,3,5,Research Director,1,Single,"$18,665.00",15k+,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2
RM292,36,36-45,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,"$4,485.00",Upto 5k,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
RM293,31,26-35,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,"$2,789.00",Upto 5k,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
RM294,26,26-35,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,Male,48,2,2,Sales Executive,4,Single,"$5,828.00",5k-10k,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4
RM295,37,36-45,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,"$2,326.00",Upto 5k,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
RM296,42,36-45,No,Travel_Frequently,555,Sales,26,3,Marketing,1,404,3,Female,77,3,4,Sales Executive,2,Married,"$13,525.00",10k-15k,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8
RM297,18,18-25,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,3,Male,54,3,1,Laboratory Technician,3,Single,"$1,420.00",Upto 5k,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0
RM298,35,26-35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,3,Male,96,3,3,Sales Executive,2,Married,"$8,020.00",5k-10k,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9
RM299,36,36-45,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,"$3,688.00",Upto 5k,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0
RM300,51,46-55,No,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,"$5,482.00",5k-10k,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2
RM301,41,36-45,No,Travel_Rarely,334,Sales,2,4,Life Sciences,1,410,4,Male,88,3,4,Manager,2,Single,"$16,015.00",15k+,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4
RM302,18,18-25,No,Travel_Rarely,812,Sales,10,3,Medical,1,411,4,Female,69,2,1,Sales Representative,3,Single,"$1,200.00",Upto 5k,9724,1,Y,No,12,3,1,80,0,0,2,3,0,0,0,0
RM303,28,26-35,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,2,Male,68,4,2,Healthcare Representative,1,Single,"$5,661.00",5k-10k,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7
RM304,31,26-35,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,Married,"$6,929.00",5k-10k,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7
RM305,39,36-45,No,Travel_Rarely,1132,Research & Development,1,3,Medical,1,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,"$9,613.00",5k-10k,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7
RM306,36,36-45,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,"$5,674.00",5k-10k,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8
RM307,32,26-35,No,Travel_Rarely,906,Sales,7,3,Life Sciences,1,420,4,Male,91,2,2,Sales Executive,3,Married,"$5,484.00",5k-10k,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8
RM308,38,36-45,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,421,1,Female,81,2,3,Research Director,2,Married,"$12,061.00",10k-15k,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1
RM309,58,55+,No,Non-Travel,390,Research & Development,1,4,Life Sciences,1,422,4,Male,32,1,2,Healthcare Representative,3,Divorced,"$5,660.00",5k-10k,17056,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,1,2
RM310,31,26-35,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married,"$4,821.00",Upto 5k,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3
RM311,31,26-35,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married,"$6,410.00",5k-10k,17822,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0
RM312,45,36-45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,"$5,210.00",5k-10k,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11
RM313,31,26-35,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,"$2,695.00",Upto 5k,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2
RM314,33,26-35,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,428,4,Female,74,3,3,Manager,2,Married,"$11,878.00",10k-15k,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8
RM315,39,36-45,No,Travel_Rarely,117,Research & Development,10,1,Medical,1,429,3,Male,99,3,4,Manager,1,Married,"$17,068.00",15k+,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10
RM316,43,36-45,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,3,Female,33,3,1,Laboratory Technician,4,Single,"$2,455.00",Upto 5k,10675,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7
RM317,49,46-55,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,3,Female,90,2,4,Healthcare Representative,3,Single,"$13,964.00",10k-15k,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7
RM318,52,46-55,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,1,433,3,Male,85,2,2,Research Scientist,2,Married,"$4,941.00",Upto 5k,17747,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7
RM319,27,26-35,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,3,Female,85,3,1,Research Scientist,2,Single,"$2,478.00",Upto 5k,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2
RM320,32,26-35,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,3,Female,65,2,2,Sales Executive,2,Married,"$5,228.00",5k-10k,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
RM321,27,26-35,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,"$4,478.00",Upto 5k,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4
RM322,31,26-35,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Divorced,"$7,547.00",5k-10k,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
RM323,32,26-35,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,1,Female,74,4,2,Research Scientist,4,Single,"$5,055.00",5k-10k,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7
RM324,28,26-35,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,"$3,464.00",Upto 5k,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2
RM325,30,26-35,No,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,"$5,775.00",5k-10k,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9
RM326,31,26-35,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,"$8,943.00",5k-10k,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
RM327,39,36-45,No,Travel_Frequently,672,Research & Development,7,2,Medical,1,444,3,Male,54,2,5,Manager,4,Married,"$19,272.00",15k+,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3
RM328,39,36-45,Yes,Travel_Rarely,1162,Sales,3,2,Medical,1,445,4,Female,41,3,2,Sales Executive,3,Married,"$5,238.00",5k-10k,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0
RM329,33,26-35,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,"$4,682.00",Upto 5k,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1
RM330,47,46-55,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,"$18,300.00",15k+,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1
RM331,43,36-45,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,"$5,257.00",5k-10k,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0
RM332,27,26-35,No,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,"$6,349.00",5k-10k,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4
RM333,54,46-55,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,4,Female,31,3,2,Research Scientist,3,Single,"$4,869.00",Upto 5k,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3
RM334,43,36-45,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,"$9,985.00",5k-10k,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0
RM335,45,36-45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,"$3,697.00",Upto 5k,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8
RM336,40,36-45,No,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,57,1,2,Sales Executive,4,Married,"$7,457.00",5k-10k,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2
RM337,29,26-35,Yes,Travel_Rarely,318,Research & Development,8,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,"$2,119.00",Upto 5k,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7
RM338,29,26-35,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,"$3,983.00",Upto 5k,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2
